"","SITE","SOIL","Ece","EC","Cle","pHe","pH.1.5","OM","OC","Nt","P","P2O5","M","SP","M.SP"
"MSHM8639","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM8640","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM8641","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8642","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8643","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8644","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8645","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8646","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8647","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8648","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8649","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8650","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8651","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8652","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8653","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8654","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8655","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8656","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8657","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8658","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8659","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8660","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8661","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8662","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8663","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8664","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8665","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8666","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8667","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8668","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8669","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8670","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8671","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8672","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8673","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8674","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8675","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8676","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8677","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8678","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8679","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8680","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8681","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8682","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8683","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8684","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8685","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8686","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8687","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8688","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8689","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8690","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8691","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8692","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8693","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8694","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8695","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8696","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8697","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8698","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8699","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8700","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8701","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8702","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8703","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8704","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8705","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8706","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8707","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8708","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8709","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8710","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8711","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8712","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8713","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8714","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8715","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8716","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8717","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8718","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8719","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8720","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8721","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8722","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8723","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8724","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8725","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8726","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8727","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8728","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8729","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8730","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8731","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8732","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8733","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8734","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8735","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8736","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8737","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8738","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8739","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8740","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8741","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8742","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8743","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8744","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8745","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8746","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8747","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8748","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8749","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8750","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8751","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8752","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8753","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8754","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8755","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8756","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8757","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8758","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8759","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8760","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8761","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8762","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8763","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8764","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8765","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8766","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8767","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8768","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8769","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8770","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8771","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8772","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8773","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8774","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8775","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8776","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8777","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8778","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8779","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8780","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8781","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8782","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8783","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8784","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8785","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8786","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8787","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8788","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8789","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8790","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8791","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8792","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8793","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8794","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8795","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8796","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8797","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8798","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8799","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8800","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8801","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8802","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8803","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8804","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8805","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8806","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8807","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8808","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8809","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8810","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8811","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8812","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8813","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8814","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8815","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8816","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8817","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8818","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8819","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8820","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8821","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8822","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8823","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8824","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8825","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8826","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8827","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8828","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8829","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8830","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
"MSHM8831","Maranjab Desert","Arid soil",13.7,3.16,3700,8,7.8,0.14,0.08,0.018,4.76,11.7,1.7,26.4,0.06
